"Finca Felicia y Francisco, Turrialba"
"5/27/22 11:00 PM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"1/16/23 8:00 AM","30.01","70","73","60","70","14.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 8:30 AM","30.02","71","73","62","72","13.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 9:00 AM","30.01","72","73","63","74","13.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 9:30 AM","30.00","74","72","64","75","13.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 10:00 AM","30.00","76","72","66","77","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 10:30 AM","30.00","78","71","68","81","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 11:00 AM","29.99","79","69","68","81","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 11:30 AM","29.98","79","68","68","81","12.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 12:00 PM","29.97","79","68","67","81","12.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 12:30 PM","29.95","79","66","67","81","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 1:00 PM","29.94","79","67","67","82","12.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 1:30 PM","29.92","81","66","69","84","11.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 2:00 PM","29.91","82","65","69","85","11.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 2:30 PM","29.90","81","65","68","84","11.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 3:00 PM","29.90","80","65","67","82","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 3:30 PM","29.89","87","62","73","95","11.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 4:00 PM","29.89","90","56","72","97","10.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 4:30 PM","29.89","84","57","67","87","10.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 5:00 PM","29.89","80","61","65","81","10.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 5:30 PM","29.90","77","63","64","78","11.4","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 6:00 PM","29.91","76","65","63","76","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 6:30 PM","29.92","75","66","62","75","12.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 7:00 PM","29.93","74","66","62","75","12.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 7:30 PM","29.94","74","66","62","74","12.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 8:00 PM","29.95","73","67","62","74","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 8:30 PM","29.95","72","67","61","73","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 9:00 PM","29.96","72","68","61","73","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 9:30 PM","29.96","72","68","61","72","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 10:00 PM","29.96","72","68","61","72","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 10:30 PM","29.95","71","69","61","72","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 11:00 PM","29.94","71","69","61","72","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/16/23 11:30 PM","29.93","71","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 12:00 AM","29.92","71","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 12:30 AM","29.91","71","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 1:00 AM","29.89","70","70","60","71","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 1:30 AM","29.88","70","70","60","70","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 2:00 AM","29.87","70","70","60","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 2:30 AM","29.87","70","70","60","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 3:00 AM","29.86","70","70","59","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 3:30 AM","29.87","70","71","60","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 4:00 AM","29.87","70","71","60","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 4:30 AM","29.89","70","71","60","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 5:00 AM","29.89","70","71","60","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 5:30 AM","29.89","70","71","60","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 6:00 AM","29.90","70","71","60","70","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 6:30 AM","29.91","69","72","60","70","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 7:00 AM","29.93","70","72","60","70","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 7:30 AM","29.94","70","72","61","71","13.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 8:00 AM","29.95","71","72","61","71","13.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 8:30 AM","29.95","73","73","64","75","13.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 9:00 AM","29.95","76","71","66","77","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 9:30 AM","29.95","78","70","67","79","12.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 10:00 AM","29.94","79","69","68","82","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 10:30 AM","29.93","81","67","69","84","12.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 11:00 AM","29.92","82","66","69","85","11.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 11:30 AM","29.91","82","66","70","86","11.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 12:00 PM","29.90","82","65","69","86","11.7","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 12:30 PM","29.88","84","64","70","88","11.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 1:00 PM","29.87","84","63","70","88","11.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 1:30 PM","29.85","85","63","71","90","11.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 2:00 PM","29.84","86","61","71","91","10.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 2:30 PM","29.83","85","61","70","89","10.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 3:00 PM","29.83","83","61","69","87","10.9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 3:30 PM","29.84","82","62","67","84","11.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 4:00 PM","29.84","81","63","67","83","11.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 4:30 PM","29.85","79","64","66","81","11.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 5:00 PM","29.86","77","65","65","78","11.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 5:30 PM","29.87","76","66","64","77","12.0","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 6:00 PM","29.88","75","67","63","76","12.3","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 6:30 PM","29.89","74","68","62","75","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 7:00 PM","29.91","73","68","62","74","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 7:30 PM","29.93","73","68","62","74","12.6","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 8:00 PM","29.94","73","69","62","73","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 8:30 PM","29.95","72","69","61","73","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 9:00 PM","29.95","72","69","61","72","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 9:30 PM","29.95","71","69","61","72","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 10:00 PM","29.95","71","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 10:30 PM","29.95","71","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 11:00 PM","29.95","70","69","60","71","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/17/23 11:30 PM","29.94","70","69","60","70","12.8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/18/23 12:00 AM","29.93","70","70","60","70","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/18/23 12:30 AM","29.92","70","70","60","70","13.1","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/18/23 1:00 AM","29.90","70","70","60","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/18/23 1:30 AM","29.89","70","70","59","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/18/23 2:00 AM","29.88","69","70","59","70","13.2","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
"1/18/23 2:30 AM","29.88","69","71","59","69","13.5","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0.00","0.00","--","--","--","0.00","--","--","--","--","--"
